# Report

name | result
[th06::Supervisor::RegisterChain](#user-content-th06____supervisor____registerchain) | 97.37%
[th06::Supervisor::LoadConfig](#user-content-th06____supervisor____loadconfig) | 83.09%
[th06::Supervisor::DrawFpsCounter](#user-content-th06____supervisor____drawfpscounter) | 86.17%
[th06::Supervisor::OnUpdate](#user-content-th06____supervisor____onupdate) | 91.69%
[th06::Supervisor::OnDraw](#user-content-th06____supervisor____ondraw) | 75.00%
[th06::Supervisor::TickTimer](#user-content-th06____supervisor____ticktimer) | 99.20%
[th06::Supervisor::SetupDInput](#user-content-th06____supervisor____setupdinput) | 98.94%
[th06::Supervisor::ReadMidiFile](#user-content-th06____supervisor____readmidifile) | 97.80%
[th06::Supervisor::PlayMidiFile](#user-content-th06____supervisor____playmidifile) | 98.48%
[th06::Supervisor::PlayAudio](#user-content-th06____supervisor____playaudio) | 99.14%
[th06::Supervisor::StopAudio](#user-content-th06____supervisor____stopaudio) | 91.55%
[th06::Supervisor::SetupMidiPlayback](#user-content-th06____supervisor____setupmidiplayback) | 98.11%
[th06::Supervisor::FadeOutMusic](#user-content-th06____supervisor____fadeoutmusic) | 93.80%
[th06::Controller::GetControllerState](#user-content-th06____controller____getcontrollerstate) | 89.24%
[th06::GameWindow::InitD3dDevice](#user-content-th06____gamewindow____initd3ddevice) | 69.71%
[th06::GameWindow::InitD3dRendering](#user-content-th06____gamewindow____initd3drendering) | 84.31%
[th06::ScreenEffect::Clear](#user-content-th06____screeneffect____clear) | 64.95%
[th06::ScreenEffect::SetViewport](#user-content-th06____screeneffect____setviewport) | 60.93%
[th06::ScreenEffect::CalcFadeIn](#user-content-th06____screeneffect____calcfadein) | 99.67%
[th06::ScreenEffect::DrawSquare](#user-content-th06____screeneffect____drawsquare) | 86.43%
[th06::ScreenEffect::CalcFadeOut](#user-content-th06____screeneffect____calcfadeout) | 99.73%
[th06::ScreenEffect::RegisterChain](#user-content-th06____screeneffect____registerchain) | 10.01%
[th06::ScreenEffect::DrawFadeIn](#user-content-th06____screeneffect____drawfadein) | 79.18%
th06::ScreenEffect::DrawFadeOut | 100.00%
[th06::ScreenEffect::ShakeScreen](#user-content-th06____screeneffect____shakescreen) | 95.18%
th06::ScreenEffect::AddedCallback | 100.00%
[th06::ScreenEffect::DeletedCallback](#user-content-th06____screeneffect____deletedcallback) | 99.13%
[th06::utils::AddNormalizeAngle](#user-content-th06____utils____addnormalizeangle) | 98.97%
[th06::utils::Rotate](#user-content-th06____utils____rotate) | 98.88%
th06::SoundPlayer::SoundPlayer | 100.00%
[th06::SoundPlayer::InitializeDSound](#user-content-th06____soundplayer____initializedsound) | 99.76%
[th06::SoundPlayer::Release](#user-content-th06____soundplayer____release) | 99.95%
[th06::SoundPlayer::LoadWav](#user-content-th06____soundplayer____loadwav) | 99.40%
[th06::SoundPlayer::LoadPos](#user-content-th06____soundplayer____loadpos) | 99.78%
[th06::SoundPlayer::GetWavFormatData](#user-content-th06____soundplayer____getwavformatdata) | 99.94%
[th06::SoundPlayer::LoadSound](#user-content-th06____soundplayer____loadsound) | 99.62%
[th06::SoundPlayer::PlayBGM](#user-content-th06____soundplayer____playbgm) | 99.72%
[th06::SoundPlayer::StopBGM](#user-content-th06____soundplayer____stopbgm) | 92.97%
[th06::SoundPlayer::FadeOut](#user-content-th06____soundplayer____fadeout) | 99.69%
[th06::SoundPlayer::PlaySounds](#user-content-th06____soundplayer____playsounds) | 99.85%
[th06::SoundPlayer::PlaySoundByIdx](#user-content-th06____soundplayer____playsoundbyidx) | 99.73%
[th06::SoundPlayer::BackgroundMusicPlayerThread](#user-content-th06____soundplayer____backgroundmusicplayerthread) | 98.91%
[th06::SoundPlayer::InitSoundBuffers](#user-content-th06____soundplayer____initsoundbuffers) | 99.48%
th06::MusicRoom::MusicRoom | 100.00%
[th06::MusicRoom::RegisterChain](#user-content-th06____musicroom____registerchain) | 92.33%
[th06::MusicRoom::DeletedCallback](#user-content-th06____musicroom____deletedcallback) | 69.82%
[th06::MusicRoom::OnUpdate](#user-content-th06____musicroom____onupdate) | 99.74%
[th06::MusicRoom::AddedCallback](#user-content-th06____musicroom____addedcallback) | 99.51%
th06::MusicRoom::CheckInputEnable | 100.00%
[th06::MusicRoom::ProcessInput](#user-content-th06____musicroom____processinput) | 99.31%
[th06::MusicRoom::OnDraw](#user-content-th06____musicroom____ondraw) | 96.72%
[th06::ReplayManager::ValidateReplayData](#user-content-th06____replaymanager____validatereplaydata) | 99.86%
[th06::ReplayManager::RegisterChain](#user-content-th06____replaymanager____registerchain) | 92.07%
[th06::ReplayManager::OnUpdate](#user-content-th06____replaymanager____onupdate) | 99.54%
[th06::ReplayManager::OnUpdateDemoLowPrio](#user-content-th06____replaymanager____onupdatedemolowprio) | 98.84%
[th06::ReplayManager::OnUpdateDemoHighPrio](#user-content-th06____replaymanager____onupdatedemohighprio) | 88.44%
th06::ReplayManager::OnDraw | 100.00%
[th06::ReplayManager::AddedCallback](#user-content-th06____replaymanager____addedcallback) | 98.90%
[th06::ReplayManager::AddedCallbackDemo](#user-content-th06____replaymanager____addedcallbackdemo) | 98.86%
[th06::ReplayManager::DeletedCallback](#user-content-th06____replaymanager____deletedcallback) | 91.56%
[th06::ReplayManager::StopRecording](#user-content-th06____replaymanager____stoprecording) | 99.57%
[th06::ReplayManager::SaveReplay](#user-content-th06____replaymanager____savereplay) | 99.40%
[th06::Player::AddedCallback](#user-content-th06____player____addedcallback) | 98.70%
[th06::Player::DeletedCallback](#user-content-th06____player____deletedcallback) | 97.58%
[th06::Player::RegisterChain](#user-content-th06____player____registerchain) | 98.19%
[th06::Player::CutChain](#user-content-th06____player____cutchain) | 77.37%
[th06::Player::CalcItemBoxCollision](#user-content-th06____player____calcitemboxcollision) | 99.75%
[th06::Player::CheckGraze](#user-content-th06____player____checkgraze) | 99.36%
[th06::Player::CalcKillBoxCollision](#user-content-th06____player____calckillboxcollision) | 99.42%
[th06::Player::CalcLaserHitbox](#user-content-th06____player____calclaserhitbox) | 99.84%
[th06::Player::CalcDamageToEnemy](#user-content-th06____player____calcdamagetoenemy) | 98.99%
[th06::Player::ScoreGraze](#user-content-th06____player____scoregraze) | 98.64%
[th06::Player::Die](#user-content-th06____player____die) | 99.18%
[th06::Player::HandlePlayerInputs](#user-content-th06____player____handleplayerinputs) | 98.33%
[th06::Player::AngleFromPlayer](#user-content-th06____player____anglefromplayer) | 98.92%
[th06::Player::AngleToPlayer](#user-content-th06____player____angletoplayer) | 98.92%
[th06::Player::DrawBullets](#user-content-th06____player____drawbullets) | 99.52%
[th06::Player::DrawBulletExplosions](#user-content-th06____player____drawbulletexplosions) | 99.55%
th06::Player::SpawnBullets | 100.00%
th06::Player::StartFireBulletTimer | 100.00%
[th06::Player::FireSingleBullet](#user-content-th06____player____firesinglebullet) | 99.72%
[th06::Player::FireBulletReimuA](#user-content-th06____player____firebulletreimua) | 99.06%
[th06::Player::OnDrawHighPrio](#user-content-th06____player____ondrawhighprio) | 99.31%
th06::Player::OnDrawLowPrio | 100.00%
[th06::BombData::BombReimuACalc](#user-content-th06____bombdata____bombreimuacalc) | 99.33%
[th06::BombData::BombReimuADraw](#user-content-th06____bombdata____bombreimuadraw) | 99.67%
[th06::BombData::BombReimuBCalc](#user-content-th06____bombdata____bombreimubcalc) | 99.76%
[th06::BombData::BombReimuBDraw](#user-content-th06____bombdata____bombreimubdraw) | 99.69%
[th06::BombData::BombMarisaACalc](#user-content-th06____bombdata____bombmarisaacalc) | 99.45%
[th06::BombData::BombMarisaADraw](#user-content-th06____bombdata____bombmarisaadraw) | 99.57%
[th06::BombData::BombMarisaBCalc](#user-content-th06____bombdata____bombmarisabcalc) | 99.47%
[th06::BombData::BombMarisaBDraw](#user-content-th06____bombdata____bombmarisabdraw) | 98.84%
[th06::BombData::DarkenViewport](#user-content-th06____bombdata____darkenviewport) | 99.36%
[th06::Player::FireBulletReimuB](#user-content-th06____player____firebulletreimub) | 99.06%
[th06::Player::FireBulletMarisaA](#user-content-th06____player____firebulletmarisaa) | 99.06%
[th06::Player::FireBulletMarisaB](#user-content-th06____player____firebulletmarisab) | 99.38%
[th06::Player::UpdateFireBulletsTimer](#user-content-th06____player____updatefirebulletstimer) | 99.52%
[th06::Player::UpdatePlayerBullets](#user-content-th06____player____updateplayerbullets) | 96.85%
[th06::Player::OnUpdate](#user-content-th06____player____onupdate) | 98.93%
[th06::Player::Player](#user-content-th06____player____player) | 51.17%
th06::CSoundManager::CSoundManager | 100.00%
th06::CSoundManager::~CSoundManager | 100.00%
[th06::CSoundManager::Initialize](#user-content-th06____csoundmanager____initialize) | 99.71%
[th06::CSoundManager::SetPrimaryBufferFormat](#user-content-th06____csoundmanager____setprimarybufferformat) | 99.90%
[th06::CSoundManager::CreateStreaming](#user-content-th06____csoundmanager____createstreaming) | 99.79%
[th06::CSound::CSound](#user-content-th06____csound____csound) | 99.90%
[th06::CSound::~CSound](#user-content-th06____csound____~csound) | 99.86%
th06::CSound::FillBufferWithSound | 100.00%
[th06::CSound::RestoreBuffer](#user-content-th06____csound____restorebuffer) | 99.85%
[th06::CSound::GetFreeBuffer](#user-content-th06____csound____getfreebuffer) | 99.97%
th06::CSound::GetBuffer | 100.00%
th06::CSound::Play | 100.00%
[th06::CSound::Stop](#user-content-th06____csound____stop) | 99.62%
th06::CSound::Reset | 100.00%
[th06::CStreamingSound::CStreamingSound](#user-content-th06____cstreamingsound____cstreamingsound) | 99.75%
[th06::CStreamingSound::~CStreamingSound](#user-content-th06____cstreamingsound____~cstreamingsound) | 99.19%
th06::CStreamingSound::UpdateFadeOut | 100.00%
[th06::CStreamingSound::HandleWaveStreamNotification](#user-content-th06____cstreamingsound____handlewavestreamnotification) | 99.90%
th06::CStreamingSound::Reset | 100.00%
th06::CWaveFile::CWaveFile | 100.00%
[th06::CWaveFile::Open](#user-content-th06____cwavefile____open) | 95.71%
[th06::CWaveFile::ReadMMIO](#user-content-th06____cwavefile____readmmio) | 99.76%
th06::CWaveFile::GetSize | 100.00%
[th06::CWaveFile::ResetFile](#user-content-th06____cwavefile____resetfile) | 99.65%
[th06::CWaveFile::Read](#user-content-th06____cwavefile____read) | 98.28%
[th06::CWaveFile::Close](#user-content-th06____cwavefile____close) | 99.75%
[th06::CWaveFile::~CWaveFile](#user-content-th06____cwavefile____~cwavefile) | 99.83%
th06::IPbg3Parser::Reset | 100.00%
[th06::IPbg3Parser::ReadVarInt](#user-content-th06____ipbg3parser____readvarint) | 90.30%
th06::IPbg3Parser::ReadMagic | 100.00%
th06::IPbg3Parser::ReadString | 100.00%
[th06::Pbg3Parser::Pbg3Parser](#user-content-th06____pbg3parser____pbg3parser) | 98.81%
[th06::Pbg3Parser::OpenArchive](#user-content-th06____pbg3parser____openarchive) | 99.47%
[th06::Pbg3Parser::Close](#user-content-th06____pbg3parser____close) | 98.39%
th06::Pbg3Parser::ReadBit | 100.00%
th06::Pbg3Parser::ReadInt | 100.00%
[th06::Pbg3Parser::ReadByte](#user-content-th06____pbg3parser____readbyte) | 99.45%
th06::Pbg3Parser::SeekToOffset | 100.00%
th06::Pbg3Parser::SeekToNextByte | 100.00%
th06::Pbg3Parser::ReadByteAlignedData | 100.00%
[th06::Pbg3Parser::GetLastWriteTime](#user-content-th06____pbg3parser____getlastwritetime) | 99.08%
[th06::Pbg3Parser::~Pbg3Parser](#user-content-th06____pbg3parser____~pbg3parser) | 98.99%
th06::Pbg3Archive::Pbg3Archive | 100.00%
[th06::Pbg3Archive::ParseHeader](#user-content-th06____pbg3archive____parseheader) | 99.93%
[th06::Pbg3Archive::Release](#user-content-th06____pbg3archive____release) | 99.71%
th06::Pbg3Archive::FindEntry | 100.00%
th06::Pbg3Archive::GetEntrySize | 100.00%
th06::Pbg3Archive::ReadEntryRaw | 100.00%
[th06::Pbg3Archive::Load](#user-content-th06____pbg3archive____load) | 99.82%
[th06::Pbg3Archive::ReadDecompressEntry](#user-content-th06____pbg3archive____readdecompressentry) | 99.91%
[th06::FileAbstraction::FileAbstraction](#user-content-th06____fileabstraction____fileabstraction) | 98.48%
[th06::FileAbstraction::Open](#user-content-th06____fileabstraction____open) | 99.49%
[th06::FileAbstraction::Close](#user-content-th06____fileabstraction____close) | 99.57%
[th06::FileAbstraction::Read](#user-content-th06____fileabstraction____read) | 94.80%
[th06::FileAbstraction::Write](#user-content-th06____fileabstraction____write) | 94.80%
th06::FileAbstraction::ReadByte | 100.00%
th06::FileAbstraction::WriteByte | 100.00%
[th06::FileAbstraction::Seek](#user-content-th06____fileabstraction____seek) | 99.25%
[th06::FileAbstraction::Tell](#user-content-th06____fileabstraction____tell) | 98.88%
[th06::FileAbstraction::GetSize](#user-content-th06____fileabstraction____getsize) | 99.36%
[th06::FileAbstraction::ReadWholeFile](#user-content-th06____fileabstraction____readwholefile) | 99.66%
[th06::FileAbstraction::~FileAbstraction](#user-content-th06____fileabstraction____~fileabstraction) | 98.87%
th06::Rng::GetRandomU16 | 100.00%
th06::Rng::GetRandomU32 | 100.00%
[th06::Rng::GetRandomF32ZeroToOne](#user-content-th06____rng____getrandomf32zerotoone) | 88.56%
[th06::CSound::`scalar_deleting_destructor'](#user-content-th06____csound____`scalar_deleting_destructor') | 💥
[th06::CStreamingSound::`scalar_deleting_destructor'](#user-content-th06____cstreamingsound____`scalar_deleting_destructor') | 💥
[th06::IPbg3Parser::`scalar_deleting_destructor'](#user-content-th06____ipbg3parser____`scalar_deleting_destructor') | 💥
[th06::Pbg3Parser::`scalar_deleting_destructor'](#user-content-th06____pbg3parser____`scalar_deleting_destructor') | 💥
D3DXMatrixIdentity | 100.00%
[D3DXVec3Length](#user-content-d3dxvec3length) | 99.09%
th06::utils::DebugPrint | 100.00%
th06::utils::DebugPrint2 | 100.00%
th06::AnmManager::~AnmManager | 100.00%
[th06::IPbg3Parser::~IPbg3Parser](#user-content-th06____ipbg3parser____~ipbg3parser) | 95.45%
[th06::Pbg3Archive::~Pbg3Archive](#user-content-th06____pbg3archive____~pbg3archive) | 88.89%
[th06::PlayerBombInfo::PlayerBombInfo](#user-content-th06____playerbombinfo____playerbombinfo) | 40.60%


<details id="th06____asciimanager____asciimanager"><summary><h2>th06::AsciiManager::AsciiManager</h2></summary>

```diff
--- Original
+++ Reimplementation
@@ -1,58 +1,53 @@
     push ebp
     mov ebp, esp
-    sub esp, 0x88
-    mov dword ptr [ebp - 0x88], ecx
-    mov ecx, dword ptr [ebp - 0x88]
+    sub esp, 0x64
+    mov dword ptr [ebp - 0x64], ecx
+    mov ecx, dword ptr [ebp - 0x64]
     call th06::AnmVm::AnmVm
-    mov ecx, dword ptr [ebp - 0x88]
+    mov ecx, dword ptr [ebp - 0x64]
     add ecx, 0x110
     call th06::AnmVm::AnmVm
-    mov dword ptr [ebp - 0x24], 0x100
-    mov dword ptr [ebp - 0x28], 0x60
-    mov eax, dword ptr [ebp - 0x88]
+    mov dword ptr [ebp - 4], 0x100
+    mov dword ptr [ebp - 8], 0x60
+    mov eax, dword ptr [ebp - 0x64]
     add eax, 0x220
-    mov dword ptr [ebp - 0x2c], eax
+    mov dword ptr [ebp - 0xc], eax
 L_2:
-    mov ecx, dword ptr [ebp - 0x24]
+    mov ecx, dword ptr [ebp - 4]
     sub ecx, 1
-    mov dword ptr [ebp - 0x24], ecx
-    cmp dword ptr [ebp - 0x24], 0
+    mov dword ptr [ebp - 4], ecx
+    cmp dword ptr [ebp - 4], 0
     jl L_1
-    mov edx, dword ptr [ebp - 0x2c]
-    add edx, dword ptr [ebp - 0x28]
-    mov dword ptr [ebp - 0x2c], edx
+    mov edx, dword ptr [ebp - 0xc]
+    add edx, dword ptr [ebp - 8]
+    mov dword ptr [ebp - 0xc], edx
     jmp L_2
 L_1:
-    mov ecx, dword ptr [ebp - 0x88]
+    mov ecx, dword ptr [ebp - 0x64]
     add ecx, 0x6244
     call th06::StageMenu::StageMenu
-    mov ecx, dword ptr [ebp - 0x88]
+    mov ecx, dword ptr [ebp - 0x64]
     add ecx, 0x69bc
     call th06::StageMenu::StageMenu
-    mov dword ptr [ebp - 0x7c], 0x203
-    mov dword ptr [ebp - 0x80], 0x28
-    mov eax, dword ptr [ebp - 0x88]
+    mov dword ptr [ebp - 0x58], 0x203
+    mov dword ptr [ebp - 0x5c], 0x28
+    mov eax, dword ptr [ebp - 0x64]
     add eax, 0x7134
-    mov dword ptr [ebp - 0x84], eax
+    mov dword ptr [ebp - 0x60], eax
 L_4:
-    mov ecx, dword ptr [ebp - 0x7c]
+    mov ecx, dword ptr [ebp - 0x58]
     sub ecx, 1
-    mov dword ptr [ebp - 0x7c], ecx
-    cmp dword ptr [ebp - 0x7c], 0
+    mov dword ptr [ebp - 0x58], ecx
+    cmp dword ptr [ebp - 0x58], 0
     jl L_3
-    mov edx, dword ptr [ebp - 0x84]
-    add edx, 0x18
-    mov dword ptr [ebp - 0x78], edx
-    mov ecx, dword ptr [ebp - 0x78]
-    call th06::ZunTimer::Initialize
-    mov eax, dword ptr [ebp - 0x84]
-    add eax, dword ptr [ebp - 0x80]
-    mov dword ptr [ebp - 0x84], eax
+    mov edx, dword ptr [ebp - 0x60]
+    add edx, dword ptr [ebp - 0x5c]
+    mov dword ptr [ebp - 0x60], edx
     jmp L_4
 L_3:
-    mov eax, dword ptr [ebp - 0x88]
+    mov eax, dword ptr [ebp - 0x64]
     mov esp, ebp
     pop ebp
     ret 
 
 
```

</details>


<details id="th06____asciimanager____onupdate"><summary><h2>th06::AsciiManager::OnUpdate</h2></summary>

```diff
--- Original
+++ Reimplementation
@@ -1,89 +1,89 @@
     push ebp
     mov ebp, esp
     sub esp, 0xc
     xor eax, eax
-    mov al, byte ptr [0x69d4bf]
+    mov al, byte ptr [0x69d3cf]
     test eax, eax
     jne L_1
     xor ecx, ecx
-    mov cl, byte ptr [0x69d4c0]
+    mov cl, byte ptr [0x69d3d0]
     test ecx, ecx
     jne L_1
     mov edx, dword ptr [ebp + 8]
     add edx, 0x7134
     mov dword ptr [ebp - 8], edx
     mov dword ptr [ebp - 4], 0
     jmp L_2
 L_5:
     mov eax, dword ptr [ebp - 4]
     add eax, 1
     mov dword ptr [ebp - 4], eax
     mov ecx, dword ptr [ebp - 8]
     add ecx, 0x28
     mov dword ptr [ebp - 8], ecx
 L_2:
     cmp dword ptr [ebp - 4], 0x203
     jge L_3
     mov edx, dword ptr [ebp - 8]
     xor eax, eax
     mov al, byte ptr [edx + 0x24]
     test eax, eax
     jne L_4
     jmp L_5
 L_4:
-    fld dword ptr [0x46c2f0]
-    fmul dword ptr [0x6c6ec0]
+    fld dword ptr [0x46a29c]
+    fmul dword ptr [0x6c6c18]
